"set_id","set_title","trait_key","trait_name","trait_type","breakpoints","description","tier_effects","categories","guide_signal","source_url"
"set6","Gizmos & Gadgets","Colossus","Colossus","CLASS","2","Innate: Colossi are bigger, more powerful, and immune to crowd control effects. However, each Colossus requires 2 team slots.","2: Colossus champions take 25% less damage.","position","Visible formation rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Cuddly","Cuddly","ORIGIN","1","","1: At the start of combat, Yuumi attaches herself to the nearest ally, or to the lowest Health ally after being unattached for 2 seconds. Attaching to an ally grants them a shield equal to 60% of Yuumi's maximum Health. Yuumi detaches if the shield breaks. While attached, Yuumi is untargetable and cannot attack, but gains 5 Mana per second, and 10 Mana whenever the ally attacks.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Enchanter","Enchanter","CLASS","2/3/4/5","Your team has bonus Magic Resist. Enchanters gain bonus healing and shielding.","2: +20 Magic Resist; 25% healing and shielding | 3: +35 Magic Resist; 40% healing and shielding | 4: +50 Magic Resist; 60% healing and shielding | 5: +75 Magic Resist; 100% healing and shielding","defense","Primarily statistical","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Enforcer","Enforcer","ORIGIN","2/4","Enforcers stun enemies at the start of combat. They break free after 5 seconds, or after losing 40% or their maximum Health. Enforcers will not try to stun enemies who are immune to crowd control effects.","2: The enemy who has the most Health | 4: And the enemy who dealt the most damage last combat","position, defense","Visible formation rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Glutton","Glutton","ORIGIN","1","","1: An ally can be fed to Tahm Kench once per planning phase, permanently granting him either Attack Damage, Ability Power, Health, Armor, or Magic Resist. To feed, hold an ally over Tahm Kench until his mouth opens, then release.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Imperial","Imperial","ORIGIN","3/5","At the start of combat, the Imperial who dealt the most damage last combat becomes the Tyrant. The Tyrant deals bonus damage. When the Tyrant dies, the Imperial who has dealt the most damage this combat becomes the new Tyrant.","3: The Tyrant deals 75% bonus damage | 5: The Tyrant deals 135% bonus damage and the other Imperials deal 75% bonus damage","special","Special combat rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Innovator","Innovator","CLASS","3/5/7","Innovators build a mechanical companion to join the battle. The companion receives bonus Health and Attack Damage based on allied Innovators' star levels.","3: Mechanical Scarab | 5: Mechanical Bear | 7: Mechanical Dragon","summon, transformation, defense, offense","Board-changing summon","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Mercenary","Mercenary","ORIGIN","3/5/7","Gain a treasure chest that opens when you win combat against a player. At the start of each planning phase vs a player, dice rolls add loot to the chest. The longer you've gone without opening the chest, the luckier the dice.","3: Roll 2 dice | 5: The dice are even luckier! | 7: Upon winning, roll a 3rd dice that grants bonus loot.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Mutant","Mutant","ORIGIN","3/5","Mutants gain unique bonuses. These are different each game. Voidborne: (3) Mutants execute targets they damage who are below 20% Health. (5) And Mutants deal 40% of their damage as true damage. Bio-Leeching: Your team gains Omnivamp (healing for a percentage of all damage dealt). (3) 30% Omnivamp (5) 55% Omnivamp Voracious Appetite: Mutants grow stronger each time an ally dies. (3) +20 Attack Damage and Ability Power (5) +30 Attack Damage and Ability Power Synaptic Web: The Abilities of Mutants cost less to cast. (Minimum 10 Mana) (3) 20 Mana less (5) 40 Mana less ----------------------------------------- Adrenaline Rush: Mutants' attacks have a chance to trigger 2 additional attacks against their target. (3) 40% chance (5) 75% chance ----------------------------------------- Cybernetic Enhancement: Mutants with at least 1 item gain bonus stats. (3) 450 Health and 30 Attack Damage (5) 900 Health and 60 Attack Damage Metamorphosis: Mutants grow every 2 seconds, gaining bonuses that stack up to 5 times. (3) +18 Armor and Magic Resist, +2 Attack Damage and Ability Power (5) +25 Armor and Magic Resist, +4 Attack Damage and Ability Power","3: ??? (Randomly selected per game) | 5: ??? (Randomly selected per game)","position, transformation, defense, offense, choice","High-variance combat","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Protector","Protector","CLASS","2/3/4/5","Protectors shield themselves for 4 seconds whenever they cast an Ability. This shield doesn't stack.","2: 20% maximum Health shield | 3: 35% maximum Health shield | 4: 45% maximum Health shield | 5: 60% maximum Health shield","defense","Primarily statistical","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Scholar","Scholar","CLASS","2/4/6","Your team gains Mana every 2 seconds.","2: 5 Mana | 4: 10 Mana | 6: 20 Mana","offense","Special combat rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Scrap","Scrap","ORIGIN","2/4/6","At the start of combat, components held by Scrap champions turn into full items for the rest of combat. Also, your team gains a shield for each component equipped by your team, including those that are part of a full item.","2: 1 component, 20 shield | 4: 3 components, 40 shield | 6: All components, 60 shield","economy, defense","Non-combat or mixed economy","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Sister","Sister","ORIGIN","2","","2: Sisters gain empowered skills to compete with each other. Vi's Ability range increases by 2 hexes. Jinx gains 40% Attack Speed for 3 seconds after scoring a takedown.","position, transformation, offense","Visible formation rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Sniper","Sniper","CLASS","2/4/6","Innate: Snipers gain 1 hex Attack Range. Snipers deal bonus damage for each hex between themselves and their target.","2: 8% bonus damage | 4: 16% bonus damage | 6: 30% bonus damage","position","Visible formation rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Socialite","Socialite","ORIGIN","1/2/3","Socialite reveal a spotlight on the battlefield. The unit standing in the spotlight at the start of combat gains unique bonuses.","1: 20% bonus damage | 2: and 4 Mana per second | 3: and heal for 33% of all damage they deal","offense","Special combat rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Syndicate","Syndicate","ORIGIN","3/5/7","Certain allies are cloaked in shadows, gaining 55 Armor, 55 Magic Resist and 20% Omnivamp (healing for a percentage of all damage dealt.)","3: The Syndicate champion with the lowest percent Health | 5: All Syndicate champions | 7: Your whole team, and the effects are increased by 60%","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Transformer","Transformer","CLASS","1","","1: Jayce adopts melee form when placed in the front 2 rows, and ranged form in the back 2 rows.","position","Visible formation rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Twinshot","Twinshot","CLASS","2/4/6","Twinshots gain bonus Attack Damage. When a Twinshot attacks, they have a chance to attack twice instead.","2: 5 Attack Damage, 40% chance | 4: 40 Attack Damage, 70% chance | 6: 80 Attack Damage, 100% chance","offense","High-variance combat","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","Yordle","Yordle","ORIGIN","3/6","","3: After each player combat, a random Yordle is added to your bench for free. | 6: And Yordle's Abilities cost 25% less to cast.","choice","Special combat rule","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6","Gizmos & Gadgets","YordleLord","Yordle-Lord","ORIGIN","1","","1: Benefits from the Yordle trait. Veigar is summoned from a Yordle Portal when every Yordle is 3-star.","summon","Board-changing summon","https://lolchess.gg/synergies/set6/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Arcanist","Arcanist","CLASS","2/4/6/8","Arcanists increase the Ability Power of your team.","2: Your team gains 20 Ability Power | 4: Your team gains 20 Ability Power, Arcanists gain an additional 30 | 6: Your team gains 50 Ability Power, Arcanists gain an additional 50 | 8: Your team gains 150 Ability Power.","offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Assassin","Assassin","CLASS","2/4/6","Innate: When combat starts, Assassins leap to the enemy backline. Assassins' Abilities can critically strike and they gain bonus Critical Strike Chance and bonus Critical Strike Damage.","2: +10% Crit Chance and +20% Crit Damage | 4: +30% Crit Chance and +40% Crit Damage | 6: +60% Crit Chance and +75% Crit Damage","position, offense","Special combat rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Bodyguard","Bodyguard","CLASS","2/4/6/8","Bodyguards have increased Armor. Shortly after combat begins, Bodyguards gain a shield and taunt adjacent enemies, forcing them to attack the Bodyguard.","2: 80 Armor, 200 shield | 4: 160 Armor, 400 shield | 6: 250 Armor, 800 shield | 8: 450 Armor, 1800 shield","position, defense","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Bruiser","Bruiser","CLASS","2/4/6/8","Your team gains bonus maximum Health. Bruisers gain double the bonus.","2: 125 Health | 4: 225 Health | 6: 450 Health | 8: 800 Health","defense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Challenger","Challenger","CLASS","2/4/6/8","Challengers get bonus Attack Speed. Upon scoring a takedown, Challengers dash to a new target and double this bonus for 2.5 seconds.","2: 25% Attack Speed | 4: 50% Attack Speed | 6: 85% Attack Speed | 8: 160% Attack Speed","transformation, offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Chemtech","Chemtech","ORIGIN","3/5/7/9","After dropping below 75% Health, Chemtech champions become chem-powered, gaining Attack Speed, 15% damage reduction, and regenerating a percentage of their maximum Health each second for 8 seconds.","3: 15% Attack Speed, 4% Health Regeneration | 5: 40% Attack Speed, 8% Health Regeneration | 7: 90% Attack Speed, 15% Health Regeneration | 9: 200% Attack Speed, 25% Health Regeneration","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Clockwork","Clockwork","ORIGIN","2/4/6","Your team has increased Attack Speed, with an additional increase per augment in the Hexcore.","2: 10% Attack Speed + 5% per augment | 4: 35% Attack Speed + 10% per augment | 6: 70% Attack Speed + 15% per augment","position, offense","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Colossus","Colossus","CLASS","2/3","Innate: Colossi are bigger and more powerful. They gain 800 bonus Health and immunity to crowd control effects. However, each Colossus requires 2 team slots.","2: Colossus champions take 25% less damage. | 3: Colossus champions get 1888 additional Health","position, defense","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Debonair","Debonair","ORIGIN","3/5/7","Debonair champions gain bonus Health and Ability Power, and you have a higher chance to see Debonair VIPs in your Shop. If there is a Debonair VIP in play, they activate their unique bonus. Sell the old VIP for a chance to see a new one in your Shop.","3: 200 Health, 20 Ability Power | 5: 450 Health, 45 Ability Power | 7: 800 Health, 80 Ability Power","economy, defense, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Enchanter","Enchanter","CLASS","2/3/4/5","Your team has bonus Magic Resist. Enchanters gain bonus healing and shielding.","2: 25 Magic Resist; 25% healing and shielding | 3: 50 Magic Resist; 50% healing and shielding | 4: 80 Magic Resist; 80% healing and shielding | 5: 125 Magic Resist; 125% healing and shielding","defense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Enforcer","Enforcer","ORIGIN","3/5","","3: At the start of combat, Enforcers stun enemies who has the most Health. The target breaks free after 4 seconds, or after losing 40% or their maximum Health. Enforcers will not try to stun enemies who are immune to crowd control effects. | 5: Enforcers gain 100% Attack Speed","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Glutton","Glutton","ORIGIN","1","","1: An ally from the bench can be fed to Tahm Kench once per planning phase, permanently granting him either Ability Power, Health, Armor, or Magic Resist. To feed, hold an ally from the bench over Tahm Kench until his mouth opens, then release.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Hextech","Hextech","ORIGIN","2/4/6/8","At the start of combat and every 6 seconds afterwards, the Hexcore sends out a pulse that charges up allied Hextech champions with a shield for 4 seconds (does not stack). While the shield is active, attacks deal bonus magic damage on hit. Additionally, the shield and bonus magic damage are 20% stronger for each augment in the Hexcore.","2: 100 shield, 15 magic damage | 4: 175 shield, 30 magic damage | 6: 300 shield, 55 magic damage | 8: 425 shield, 90 magic damage","position, defense","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Innovator","Innovator","CLASS","3/5/7","Innovators build a mechanical companion to join the battle. The companion receives bonus Health and Attack Damage based on allied Innovators' star levels.","3: Mechanical Scarab | 5: Mechanical Bear | 7: Mechanical Dragon","summon, transformation, defense, offense","Board-changing summon","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Mastermind","Mastermind","ORIGIN","1","","1: At the start of combat, the Mastermind grants the 2 allies directly in front of him 30 Mana (this effect does not stack).","position, offense","Special combat rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Mercenary","Mercenary","ORIGIN","3/5/7","Gain a treasure chest that opens when you win combat against a player. At the start of each planning phase vs a player, dice rolls add loot to the chest. The longer you've gone without opening the chest, the luckier the dice.","3: Roll 2 dice | 5: The dice are even luckier! | 7: Upon winning, roll a 3rd die that grants bonus loot.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Mutant","Mutant","ORIGIN","3/5/7","Mutants gain unique bonuses. These are different each game. Voidborne: (3) Mutants execute targets they damage who are below 20% Health. (5) And Mutants deal 40% of their damage as true damage. (7) And Mutants deal 80% of their damage as true damage. ----------------------------------------- Bio-Leeching: Your team gains Omnivamp (healing for a percentage of all damage dealt). (3) 30% Omnivamp (5) 65% Omnivamp (7) 100% Omnivamp ----------------------------------------- Voracious Appetite: Mutants grow stronger each time an ally dies. (3) +18 Attack Damage and Ability Power (5) +25 Attack Damage and Ability Power (7) +35 Attack Damage and Ability Power ----------------------------------------- Synaptic Web: The Abilities of Mutants cost less to cast. (Minimum 10 Mana) (3) 20 Mana less (5) 40 Mana less (7) 40 Mana less, and gain 50 bonus Ability Power ----------------------------------------- Adrenaline Rush: Mutants' attacks have a chance to trigger 2 additional attacks against their target. (3) 40% chance (5) 75% chance (7) 100% chance, and gain 40 bonus Attack Damage ----------------------------------------- Cybernetic Enhancement: Mutants with at least 1 item gain bonus stats. (3) 450 Health and 30 Attack Damage (5) 800 Health and 60 Attack Damage (7) 1250 Health and 90 Attack Damage ----------------------------------------- Metamorphosis: Mutants grow every 2 seconds, gaining bonuses that stack up to 5 times. (3) +18 Armor and Magic Resist, +2 Attack Damage and Ability Power (5) +25 Armor and Magic Resist, +4 Attack Damage and Ability Power (7) +35 Armor and Magic Resist, +7 Attack Damage and Ability Power","3: ??? (Randomly selected per game) | 5: ??? (Randomly selected per game) | 7: ??? (Randomly selected per game)","position, transformation, defense, offense, choice","High-variance combat","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Rival","Rival","ORIGIN","1","","1: This trait is only active when you have exactly 1 unique Rival unit, as Rivals refuse to work together. Vi's mana cost is reduced by 20. Jinx gains 40% Attack Speed for 3 seconds after scoring a takedown.","transformation, offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Scholar","Scholar","CLASS","2/4/6","Your team gains Mana every 2 seconds.","2: 5 Mana | 4: 15 Mana | 6: 30 Mana","offense","Special combat rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Scrap","Scrap","ORIGIN","2/4/6","At the start of combat, components held by Scrap champions turn into full items for the rest of combat. Also, your team gains a shield for each component equipped by your team, including those that are part of a full item.","2: 1 component, 20 shield | 4: 3 components, 30 shield | 6: All components, 50 shield","economy, defense","Non-combat or mixed economy","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Sniper","Sniper","CLASS","2/4/6","Innate: Snipers gain 1 hex Attack Range. Snipers deal bonus damage for each hex between themselves and their target.","2: 8% bonus damage | 4: 16% bonus damage | 6: 30% bonus damage","position","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Socialite","Socialite","ORIGIN","1/2/3/5","Socialites reveal a spotlight on the battlefield. The unit standing in the spotlight at the start of combat gains unique bonuses.","1: 18% bonus damage | 2: and 4 Mana per second | 3: and heal for 33% of all damage they deal | 5: all of the bonuses are doubled","offense","Special combat rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Striker","Striker","CLASS","2/4/6","Strikers gain bonus Attack Damage.","2: +30 Attack Damage | 4: +70 Attack Damage | 6: +120 Attack Damage","offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Syndicate","Syndicate","ORIGIN","3/5/7","Certain allies are cloaked in shadows, gaining 50 Armor, 50 Magic Resist and 20% Omnivamp (healing for a percentage of all damage dealt.)","3: The Syndicate champion with the lowest percent Health | 5: All Syndicate champions | 7: Your whole team, and the effects are increased by 50%","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Transformer","Transformer","CLASS","1","","1: Jayce adopts melee form when placed in the front 2 rows, and ranged form in the back 2 rows.","position","Visible formation rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Twinshot","Twinshot","CLASS","2/3/4/5","Twinshots gain bonus Attack Damage and have a chance to fire twice whenever they attack or cast an Ability.","2: 10 Attack Damage, 40% chance | 3: 25 Attack Damage, 55% chance | 4: 50 Attack Damage, 75% chance | 5: 80 Attack Damage, 100% chance","offense","High-variance combat","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","Yordle","Yordle","ORIGIN","3/6","","3: After each player combat, a random Yordle is added to your bench for free. | 6: And Yordle's Abilities cost 40% less to cast.","choice","Special combat rule","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set6.5","Gizmos & Gadgets: Neon Nights","YordleLord","Yordle-Lord","ORIGIN","1","","1: Benefits from the Yordle trait. Veigar is summoned from a Yordle Portal when every Yordle is 3-star.","summon","Board-changing summon","https://lolchess.gg/synergies/set6.5/guide?hl=en"
"set7","Dragonlands","Assassin","Assassin","CLASS","2/4/6","Innate: When combat starts, Assassins leap to the enemy backline. Assassins' Abilities can critically strike and they gain bonus Critical Strike Chance and bonus Critical Strike Damage.","2: +15% Crit Chance and +5% Crit Damage | 4: +30% Crit Chance and +25% Crit Damage | 6: +45% Crit Chance and +45% Crit Damage","position, offense","Special combat rule","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Astral","Astral","ORIGIN","3/6/9","Every 5th Shop has increased odds to show Astral champions, and also grants an Astral orb. Your team gains bonus Ability Power.","3: 10 Ability Power | 6: 40 Ability Power; orb value increases | 9: 80 Ability Power; orbs may contain components","economy, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Bard","Bard","CLASS","1","","1: Allies that survive player combat have a 2% chance to create a Doot. Bard always creates a Doot when dancing. Each Doot you collect increases your Shop odds for higher-tier champions by 1%.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Bruiser","Bruiser","CLASS","2/4/6/8","Your team gains bonus maximum Health. Bruisers gain double this bonus.","2: 200 Health | 4: 325 Health | 6: 500 Health | 8: 800 Health","defense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Cannoneer","Cannoneer","CLASS","2/3/4/5","Every 5th attack fires a cannon shot that explodes for physical damage around the target.","2: 125% Attack Damage | 3: 225% Attack Damage | 4: 325% Attack Damage | 5: 425% Attack Damage","offense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Cavalier","Cavalier","CLASS","2/3/4/5","Innate: Charge quickly towards their target whenever they move. Cavaliers gain Armor and Magic Resist. At the start of combat and after each charge, gain double the amount for 4 seconds.","2: 35 Armor, 35 Magic Resist | 3: 55 Armor, 55 Magic Resist | 4: 75 Armor, 75 Magic Resist | 5: 100 Armor, 100 Magic Resist","defense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Dragonmancer","Dragonmancer","CLASS","3/6/9","Use the Dragonmancer Blessing item to choose a Hero. The Hero gains massively increased Health and Ability Power, which increases by 20% per star level of your Dragonmancers.","3: +300 Health, +18 Ability Power | 6: +750 Health, +40 Ability Power | 9: +1400 Health, +70 Ability Power","summon, transformation, defense, offense, choice","Board-changing summon","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Dragons","Dragon","CLASS","1/2","","1: Dragons provide +3 to the marked trait, but require 2 team slots. They also gain 700 bonus Health. This trait is active with exactly 1 Dragon champion.","summon, defense","Board-changing summon","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Evoker","Evoker","CLASS","2/4/6","Evokers gain Mana whenever an ally or enemy casts an Ability.","2: 3 Mana | 4: 7 Mana | 6: 12 Mana","offense","Special combat rule","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Guardian","Guardian","CLASS","2/4/6","Once per combat at 50% Health, Guardians shield themselves and their closest ally for a percent of their maximum Health. Shields stack!","2: 30% of max health shield | 4: 50% of max health shield | 6: 75% of max health shield","defense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Guild","Guild","ORIGIN","1/3/5/6","Grant a unique bonus to your team; Guild members gain double the amount. Increases for each Guild member in play! Sejuani: +100 Health Twitch: +10% Attack Speed Ryze: +10 Ability Power Talon: +8 Attack Damage Bard: +2 Mana per attack Emblem: +3% Omnivamp (healing for a percentage of damage dealt)","1: 100% Guild bonus | 2: 120% Guild bonus | 3: 140% Guild bonus | 4: 160% Guild bonus | 5: 180% Guild bonus | 6: 200% Guild bonus | 7: 250% Guild bonus","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Jade","Jade","ORIGIN","3/6/9/12","Summon movable Jade Statues that grow in power. Each combat, allies who start combat adjacent to a statue gain maximum Health healing every 2 seconds and bonus Attack Speed. When a statue is destroyed, it deals 33% of its Health as magic damage to nearby enemies.","3: 1 statue, +2% healing, +15% Attack Speed | 6: 2 statues, +4% healing, +40% Attack Speed | 9: 3 statues, +8% healing, +70% Attack Speed | 12: 4 statues, +25% healing, +200% Attack Speed","summon, position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Legend","Legend","CLASS","3","","3: Each combat: An adjacent ally sacrifices their life to the Legend, which gains 100% of their Health, Armor, and Magic Resistance, plus 30% of their Ability Power.","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Mage","Mage","CLASS","3/5/7/9","Mages cast twice and have modified total Ability Power.","3: 75% Ability Power | 5: 100% Ability Power | 7: 125% Ability Power | 9: 150% Ability Power","offense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Mirage","Mirage","ORIGIN","2/4/6/8","Mirage champions (2/4/6/8) gain a different Trait bonus from game to game. Electric Overload: When attacking or being hit by an attack, gain a chance to deal 8% of their maximum Health as magic damage to adjacent enemies. (2) 20% chance (4) 25% chance (6) 33% chance (8) 50% chance ----------------------------------------- Warlord's Honor: After winning any combat, gain bonus Health and Ability Power. Increases by 10% per win, stacks up to 5 times! (2) 200 Health and 20 Ability Power (4) 350 Health and 35 Ability Power (6) 500 Health and 50 Ability Power (8) 700 Health and 70 Ability Power ----------------------------------------- Pirate's Greed: Gain a chest of loot after each player combat. (2) Gain a deckhand's chest. (4) Gain a lieutenant's chest. (6) Gain a captain's chest. (8) Gain a admiral's chest. ----------------------------------------- Dawnbringer's Determination: Once per combat, rapidly heal at 50% Health (2) Heal 40% maximum Health (4) Heal 65% maximum Health (6) Heal 65% maximum Health; heal a 2nd time (8) Heal 110% maximum Health; heal a 2nd time ----------------------------------------- Executioner's Edge: Always critically strike low Heath targets with Attacks and Abilities. Gain bonus Critial Strike Damage. (2) at 50% Health, +20% Crit Damage (4) at 65% Health, +30% Crit Damage (6) at 80% Health, +40% Crit Damage (8) at 100% Health, +50% Crit Damage ----------------------------------------- Spellsword's Enchantment: Each player combat, gain Ability Power per attack. (2) 6 Ability Power (4) 10 Ability Power (6) 14 Ability Power (8) 18 Ability Power ----------------------------------------- Duelist's Dexterity: Innate: Mirage units move faster. Attacks grant bonus Attack Speed, up to 10 stacks. (2) 6% Attack Speed per stack (4) 12% Attack Speed per stack (6) 20% Attack Speed per stack (8) 30% Attack Speed per stack","2: ??? (Randomly selected per game) | 4: ??? (Randomly selected per game) | 6: ??? (Randomly selected per game) | 8: ??? (Randomly selected per game)","economy, position, defense, offense, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Mystic","Mystic","CLASS","2/3/4/5","Your team gains Magic Resist.","2: 50 Magic Resist | 3: 100 Magic Resist | 4: 175 Magic Resist | 5: 300 Magic Resist","defense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Ragewing","Ragewing","ORIGIN","3/6/9","Innate: Convert Mana to Rage; attacks generate 15 Rage. After casting an Ability, enrage for 4 seconds: +25% Attack Speed but can't gain Rage. Gain bonus stats when enraged:","3: +50% Attack Speed and +25% Omnnivamp | 6: +135% Attack Speed and +50% Omnnivamp | 9: +250% Attack Speed and +75% Omnnivamp","offense","Primarily statistical","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Revel","Revel","ORIGIN","2/3/4/5","After dealing damage with an Ability, launch a firecracker that deals magic damage to a random enemy.","2: 110 magic damage | 3: 150 magic damage | 4: 210 magic damage | 5: 290 magic damage","choice","High-variance combat","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Scalescorn","Scalescorn","ORIGIN","2/4/6","If you don't have a Dragon on your team, Scalescorn champions deal bonus magic damage and take 20% reduced damage from enemies with more than 2200 Health.","2: 15% magic damage | 4: 50% magic damage | 6: 115% magic damage","summon, defense","Board-changing summon","https://lolchess.gg/synergies/set7/guide?hl=en"
"set7","Dragonlands","Shapeshifter","Shapeshifter","CLASS","2/4/6","Transforming grants bonus maximum Health.","2: 40% bonus Health | 4: 90% bonus Health | 6: 145% bonus Health","transformation, defense","Visible transformation","https://lolchess.gg/synergies/set7/guide?hl=en"
